,group_id
60524,2
47681,2
60688,2
60768,2
63458,2
61314,2
113510,2
97055,2
90741,2
83611,2
83575,2
113866,2
86495,2
63540,2
5739,2
6587,2
7133,2
77820,2
8847,2
57530,2
4781,2
4013,2
4861,2
6371,2
7189,2
5647,2
5738,2
31555,2
3390,2
110348,2
8903,2
66789,2
52980,2
92448,2
5032,2
92058,2
5701,2
5921,2
105801,2
5894,2
68965,2
4425,2
33168,2
27799,2
1495,2
3574,2
6827,2
5648,2
6152,2
6577,2
6872,2
79166,2
1558,2
88764,2
2754,2
61348,2
3043,2
65738,2
5998,2
8658,2
44729,2
31698,2
3437,2
31553,2
1989,2
27685,2
26828,2
39408,2
2818,2
57223,2
4775,2
3463,2
5740,2
5370,2
1826,2
2462,2
57532,2
5737,2
4852,2
84312,2
1323,2
2655,2
5248,2
2817,2
4125,2
2974,2
87103,2
126142,2
96277,2
89139,2
5716,2
77259,2
97220,2
5374,2
439,2
126140,2
99028,2
126168,2
88063,2
7893,2
2854,2
126130,2
126132,2
78701,2
74287,2
102058,2
41714,2
119082,2
6052,2
55668,2
77772,2
122143,2
55073,2
107780,2
120317,2
88299,2
120315,2
91906,2
80947,2
93928,2
103825,2
32923,2
126138,2
89281,2
113152,2
113707,2
104667,2
77326,2
73492,2
8817,2
84794,2
88485,2
115040,2
114640,2
69761,2
126148,2
94471,2
83592,2
125385,2
89427,2
96975,2
672,2
8760,2
5704,2
103723,2
126152,2
126154,2
83605,2
81270,2
8483,2
3828,2
64999,2
2489,2
59044,2
41822,2
129653,2
26047,2
103869,2
5183,2
83829,2
126144,2
8789,2
106046,2
5861,2
887,2
27326,2
104408,2
73718,2
27263,2
59131,2
126146,2
80825,2
109713,2
5045,2
33655,2
644,2
62063,2
69704,2
643,2
100419,2
85323,2
27360,2
126176,2
27292,2
60702,2
99260,2
42973,2
8597,2
5195,2
95617,2
109241,2
43248,2
128327,2
63806,2
126180,2
27171,2
3603,2
71168,2
129080,2
112181,2
95486,2
3647,2
126182,2
88670,2
88654,2
31267,2
87435,2
3236,2
3458,2
81690,2
8849,2
76811,2
85295,2
5831,2
5326,2
56570,2
27132,2
46613,2
80324,2
104076,2
5281,2
52548,2
63862,2
112389,2
89613,2
101168,2
46544,2
89623,2
121115,2
6080,2
72672,2
87642,2
126174,2
33376,2
27444,2
81054,2
6142,2
118338,2
31881,2
74647,2
126162,2
88031,2
8742,2
126186,2
51,2
107758,2
61108,2
48346,2
67365,2
6099,2
84262,2
50208,2
109786,2
7170,2
74480,2
98160,2
78290,2
126188,2
82638,2
116849,2
126190,2
58661,2
74493,2
108212,2
98511,2
94299,2
90547,2
130058,2
89662,2
7452,2
117472,2
99915,2
56294,2
72574,2
108760,2
107569,2
104175,2
130746,2
103838,2
109788,2
120476,2
126122,2
60240,2
126124,2
67257,2
6248,2
117123,2
126126,2
74752,2
3593,2
6995,2
50798,2
43919,2
1990,2
8859,2
3042,2
3041,2
8387,2
78321,2
2887,2
3804,2
5736,2
2368,2
66066,2
8676,2
5164,2
6325,2
3268,2
4412,2
8839,2
6208,2
44243,2
815,2
5734,2
1328,2
5511,2
3573,2
4050,2
97701,2
31909,2
5356,2
65740,2
2386,2
60522,2
58146,2
3881,2
8792,2
96596,2
2584,2
2234,2
5700,2
5554,2
58850,2
8380,2
70824,2
6899,2
5201,2
2576,2
33681,2
5672,2
5864,2
5815,2
4398,2
3962,2
5106,2
1720,2
44494,2
7725,2
5369,2
1595,2
810,2
8666,2
7292,2
44238,2
73829,2
5160,2
8138,2
8811,2
4831,2
6013,2
2807,2
1322,2
2516,2
7822,2
5020,2
4257,2
5558,2
1165,2
88349,2
3116,2
115172,2
115235,2
4163,2
57041,2
6968,2
37846,2
96807,2
143,2
8770,2
82602,2
65772,2
2244,2
27758,2
86758,2
2222,2
8269,2
8728,2
7723,2
97216,2
62788,2
69284,2
89217,2
4576,2
54243,2
109461,2
8220,2
4982,2
104861,2
85334,2
44155,2
27044,2
113769,2
6174,2
73730,2
60286,2
9014,2
4460,2
79498,2
1599,2
74681,2
90751,2
80617,2
43997,2
6086,2
36247,2
32392,2
76217,2
7281,2
6085,2
27166,2
26073,2
3572,2
3433,2
31424,2
3931,2
4241,2
1731,2
5543,2
2383,2
7477,2
5735,2
2816,2
1998,2
3945,2
7204,2
5863,2
1170,2
76119,2
7921,2
3942,2
1760,2
32666,2
4807,2
5597,2
4527,2
46865,2
1739,2
393,2
1981,2
58029,2
82209,2
99005,2
73462,2
2258,2
5901,2
70706,2
3434,2
7103,2
6574,2
3486,2
90066,2
71374,2
1878,2
70898,2
32627,2
5200,2
96456,2
6482,2
5556,2
6951,2
3933,2
7117,2
1707,2
1389,2
5979,2
3595,2
47516,2
1556,2
2799,2
4124,2
5331,2
3866,2
4180,2
5761,2
3722,2
4445,2
8941,2
5510,2
5591,2
3939,2
2156,2
4630,2
2698,2
5706,2
7175,2
1988,2
2515,2
2449,2
2537,2
4204,2
6566,2
2265,2
1886,2
89002,2
286,2
8746,2
8634,2
3940,2
8265,2
5452,2
3564,2
57949,2
6848,2
31724,2
7385,2
42721,2
105755,2
1107,2
108689,2
33966,2
4985,2
4875,2
2555,2
4512,2
2552,2
31431,2
5306,2
4952,2
8830,2
3997,2
5730,2
1490,2
54290,2
47810,2
2643,2
3820,2
5501,2
4471,2
4265,2
6794,2
4494,2
2536,2
44759,2
2382,2
3286,2
1978,2
181,2
5523,2
2450,2
3908,2
1381,2
2153,2
78011,2
27170,2
102280,2
85527,2
27372,2
85327,2
118177,2
67900,2
77985,2
85293,2
5851,2
118570,2
103343,2
3934,2
82465,2
129510,2
68039,2
68392,2
27306,2
82362,2
99908,2
89373,2
67464,2
112066,2
79996,2
3294,2
67331,2
3335,2
85273,2
33901,2
104155,2
3958,2
78941,2
8621,2
56067,2
7296,2
118248,2
33844,2
91256,2
67744,2
5860,2
107875,2
67812,2
3279,2
91140,2
117883,2
96794,2
68484,2
91112,2
33898,2
5756,2
82682,2
1718,2
32329,2
58994,2
5779,2
1708,2
1705,2
90697,2
90203,2
83796,2
32216,2
59107,2
90668,2
61931,2
59327,2
90666,2
30883,2
90622,2
1384,2
90247,2
27887,2
113186,2
129534,2
5697,2
99335,2
113092,2
1742,2
90827,2
90104,2
90815,2
106355,2
113906,2
106365,2
78606,2
83583,2
1368,3
5781,3
107075,3
62594,3
62420,3
3488,3
32156,3
32120,3
84090,3
90537,3
60336,3
31342,3
60363,3
60384,3
31413,3
1528,3
1532,3
8691,3
8692,3
60568,3
6758,3
6759,3
1557,3
90421,3
79916,3
31195,3
106883,3
84192,3
90371,3
32109,3
6158,3
61398,3
102101,3
32076,3
90252,3
3558,3
31998,3
5727,3
61267,3
106508,3
6746,3
4882,3
3582,3
90561,3
8683,3
113358,3
84246,3
89588,3
90055,3
32515,3
84890,3
89765,3
5253,3
3850,3
6685,3
66053,3
5252,3
84838,3
66015,3
96927,3
65927,3
116501,3
3411,3
27548,3
65813,3
8394,3
115875,3
6272,3
115777,3
6274,3
56869,3
78037,3
66718,3
117543,3
5260,3
6866,3
3369,3
84987,3
66549,3
84983,3
27457,3
106022,3
103221,3
3381,3
56848,3
66472,3
66369,3
6675,3
1905,3
3767,3
84807,3
89910,3
84740,3
97244,3
83320,3
104274,3
27771,3
64099,3
27777,3
89997,3
1314,3
3779,3
27778,3
63791,3
107302,3
1325,3
78145,3
107207,3
90019,3
91026,3
7565,3
83266,3
8705,3
94965,3
82904,3
89936,3
27587,3
1852,3
100739,3
114818,3
6137,3
91069,3
99222,3
83186,3
97384,3
1822,3
64918,3
1819,3
6138,3
27704,3
83250,3
85552,3
53651,3
111734,3
4652,3
126184,3
109317,3
50382,3
72904,3
96069,3
72844,3
576,3
72840,3
100406,3
126178,3
100359,3
88343,3
72674,3
7196,3
126172,3
129291,3
86807,3
4315,3
72628,3
6443,3
50628,3
4346,3
50165,3
103721,3
73236,3
92867,3
92787,3
26013,3
26021,3
129078,3
26030,3
73170,3
73025,3
126562,3
80908,3
43538,3
49994,3
96064,3
8506,3
80972,3
88280,3
545,3
79765,3
43552,3
126166,3
105126,3
4311,3
126150,3
81362,3
50949,3
88414,3
110597,3
88483,3
86664,3
92027,3
92010,3
81351,3
105288,3
92001,3
42053,3
4230,3
91995,3
98566,3
5534,3
5050,3
26327,3
109027,3
98563,3
42312,3
4253,3
126156,3
4307,3
77481,3
96148,3
126164,3
96214,3
2981,3
98532,3
77665,3
126160,3
26216,3
92154,3
26220,3
85574,3
100169,3
92126,3
81195,3
655,3
657,3
42629,3
88380,3
4258,3
49953,3
88564,3
49926,3
109434,3
110240,3
47571,3
87392,3
45581,3
127390,3
75392,3
131162,3
7146,3
75335,3
8829,3
45200,3
2602,3
47962,3
45072,3
127321,3
2591,3
98107,3
2588,3
127216,3
44978,3
79686,3
80584,3
45981,3
75927,3
8843,3
76814,3
128727,3
87792,3
76753,3
101301,3
6089,3
80271,3
46581,3
47342,3
46561,3
95591,3
46231,3
77143,3
104423,3
6097,3
46098,3
95602,3
75947,3
7138,3
80350,3
6353,3
5456,3
95446,3
79471,3
88133,3
6307,3
5482,3
110433,3
100457,3
2909,3
127126,3
87016,3
87047,3
8818,3
4647,3
73472,3
2484,3
87010,3
93459,3
127120,3
87000,3
43838,3
101423,3
73501,3
87055,3
93785,3
77298,3
87227,3
74355,3
2564,3
74306,3
399,3
48704,3
402,3
2855,3
79501,3
8976,3
8995,3
88061,3
44663,3
88069,3
2534,3
97895,3
8187,3
77296,3
49183,3
6384,3
93803,3
93014,3
51520,3
96407,3
71730,3
721,3
91603,3
53352,3
108243,3
5918,3
91601,3
6569,3
26728,3
895,3
53498,3
124871,3
90413,3
105606,3
91566,3
70229,3
26741,3
3170,3
80122,3
120948,3
91612,3
89054,3
94647,3
4094,3
96569,3
88857,3
3136,3
52773,3
52781,3
91688,3
5565,3
5566,3
26613,3
101662,3
111287,3
70695,3
6560,3
26638,3
52942,3
53004,3
97722,3
53084,3
7242,3
53152,3
98838,3
120805,3
53843,3
4057,3
5895,3
119084,3
3220,3
34526,3
3227,3
7703,3
6906,3
7699,3
80033,3
977,3
27081,3
96764,3
27094,3
102369,3
34234,3
78982,3
111661,3
54972,3
99968,3
34216,3
54826,3
2230,3
82115,3
100010,3
36392,3
86064,3
6580,3
91511,3
120438,3
3187,3
120132,3
35843,3
6594,3
98949,3
111517,3
26886,3
119672,3
54251,3
34800,3
69720,3
8747,3
91423,3
26950,3
119167,3
6175,3
2235,3
31610,3
41212,3
110899,3
3059,3
81637,3
777,3
81495,3
6224,3
81676,3
86436,3
81673,3
40831,3
2277,3
86420,3
4145,3
41704,3
5545,3
2274,3
40699,3
39777,3
126120,3
125918,3
5338,3
7882,3
752,3
91866,3
71007,3
26551,3
88601,3
86500,3
77780,3
108811,3
52561,3
81447,3
81568,3
81427,3
41767,3
110828,3
5546,3
108503,3
71591,3
101599,3
86463,3
96448,3
88597,3
88649,3
5609,3
4502,3
1980,3
2338,3
4483,3
2614,3
5841,3
5323,3
4215,3
1326,3
1679,3
39400,3
2381,3
5094,3
2549,3
3031,3
6204,3
5585,3
4750,3
3941,3
3833,3
27618,3
5729,3
397,3
58315,3
6771,3
5424,3
78264,3
4669,3
1996,3
1984,3
3001,3
67073,3
2152,3
5454,3
27473,3
7041,3
2461,3
2979,3
2460,3
5691,3
4514,3
3774,3
5366,3
70301,3
3799,3
6751,3
2748,3
3690,3
1862,3
48591,3
114713,3
1543,3
8383,3
6352,3
546,3
3054,3
1383,3
72696,3
7701,3
96510,3
91671,3
7986,3
56511,3
66354,3
3542,3
8823,3
2684,3
74754,3
2798,3
3689,3
3695,3
2113,3
43558,3
1681,3
57326,3
4199,3
1499,3
1839,3
50806,3
73042,3
4566,3
6464,3
1853,3
115534,3
3973,3
6923,3
5407,3
65310,3
71728,3
103996,3
70133,3
1817,3
87028,3
4413,3
4379,3
6049,3
5559,3
26630,3
1335,3
7191,3
50440,3
66808,3
31047,3
1677,3
4104,3
77427,3
2448,3
2164,3
8967,3
3780,3
67867,3
8372,3
737,3
6745,3
90870,3
3239,3
4397,3
32116,3
5043,3
5564,3
1993,3
2568,3
1562,3
2422,3
470,3
2196,3
5442,3
1324,3
4879,3
3666,3
4686,3
5584,3
1986,3
6298,3
6695,3
2835,3
52551,3
7252,3
7378,3
5535,3
46194,3
5695,3
44245,3
51917,3
54278,3
5217,3
2619,3
7393,3
54274,3
32743,3
3431,3
3058,3
2298,3
2309,3
49526,3
3162,3
7183,3
31687,3
3064,3
5519,3
5412,3
86410,3
59065,3
60391,3
4859,3
71571,3
3975,3
5774,3
91035,3
80191,3
95539,3
68288,3
72668,3
5182,3
90916,3
26274,3
73469,3
6057,3
60806,3
76755,3
116413,3
1538,3
5746,3
5140,3
7198,3
3716,3
78467,3
4567,3
3768,3
3664,3
3754,3
2412,3
6725,3
2828,3
113345,3
66,3
2903,3
3877,3
4268,3
3694,3
2892,3
8782,3
3391,3
4340,3
2473,3
2720,3
1977,3
5126,3
95744,3
1174,3
65435,3
4937,3
69093,3
59306,3
4944,3
985,3
2910,3
101997,3
110295,3
3891,3
3924,3
91831,3
8855,3
5413,3
1510,3
7353,3
8886,3
7289,3
3313,3
62586,3
6824,3
1976,3
2053,3
8912,3
4158,3
27793,3
5675,3
4637,3
46337,3
3563,3
7259,3
2380,3
519,3
56165,3
33830,3
65315,3
56,3
2777,3
2036,3
1992,3
60649,3
4691,3
7704,3
27309,3
58291,3
6249,3
3440,3
5476,3
82095,3
4822,3
7222,3
4636,3
5197,3
8894,3
3331,3
1456,3
4123,3
6744,3
3238,3
4735,3
31422,3
6996,3
7846,3
4565,3
3432,3
78893,3
4143,3
7369,3
81688,3
5857,3
6697,3
103543,3
7345,3
7343,3
64747,3
3321,3
3904,3
3938,3
5658,3
27274,3
3474,3
58485,3
3922,3
81631,3
6284,3
4746,3
71409,3
1793,3
67871,3
71376,3
55844,3
6698,3
4827,3
5557,3
5852,3
91191,3
97697,3
2233,3
55360,3
32737,3
8743,3
7261,3
86153,3
65669,3
5310,3
53453,3
57942,3
7321,3
167,3
7313,3
81949,3
5592,3
32928,3
79029,3
57520,3
65802,3
5884,3
5925,3
27461,3
89961,3
7724,3
81708,3
1146,3
68667,3
5129,3
5622,3
27445,3
2218,3
101801,3
6557,3
85549,3
69075,3
78655,3
7240,3
69118,3
52872,3
1142,3
105325,3
6150,3
117887,3
80451,3
8935,3
74698,3
47972,3
2592,3
84387,3
74649,3
26095,3
2958,3
43389,3
31045,3
4507,3
93952,3
59729,3
80990,3
4477,3
4955,3
79494,3
3518,3
113630,3
93024,3
5720,3
5719,3
30791,3
49013,3
6972,3
2934,3
59399,3
59290,3
100529,3
5758,3
7954,4
2742,4
114044,4
1561,4
60479,4
46713,4
4592,4
5542,4
8447,4
83506,4
58743,4
1579,4
86539,4
60106,4
75825,4
5967,4
6739,4
103849,4
75438,4
27874,4
5982,4
5350,4
77742,4
4249,4
75436,4
4931,4
7403,4
63273,4
2636,4
1979,4
2149,4
8815,4
5213,4
5309,4
43904,4
60941,4
1602,4
5694,4
1867,4
45361,4
2456,4
5962,4
8720,4
70994,4
3050,4
45074,4
2548,4
2965,4
5096,4
2701,4
34530,4
2286,4
5409,4
4858,4
26567,4
65731,4
4504,4
2031,4
4854,4
6088,4
2464,4
2246,4
8537,4
8062,4
888,4
6946,4
4255,4
4109,4
3661,4
8363,4
1098,4
4949,4
2982,4
3392,4
193,4
3511,4
3646,4
96490,4
89388,4
4138,4
5760,4
4749,4
70641,4
8649,4
6130,4
70366,4
8769,4
3403,4
5343,4
60516,4
3165,4
8585,4
3991,4
3821,4
5305,4
2514,4
26686,4
3691,4
2498,4
5598,4
43912,4
1592,4
53466,4
58432,4
104218,4
1985,4
97785,4
5246,4
73741,4
7892,4
2092,4
3577,4
3709,4
2914,4
3190,4
6166,4
82854,4
5539,4
2715,4
88356,4
1497,4
3847,4
2162,4
3990,4
2479,4
4130,4
5053,4
1973,4
2392,4
68226,4
93693,4
6324,4
4582,4
88593,4
79794,4
104760,4
6563,4
118082,4
94480,4
2487,4
26710,4
102991,4
8762,4
7989,4
2216,4
2603,4
34129,4
96565,4
42740,4
68690,4
5624,4
7113,4
89386,4
93980,4
55329,4
5273,4
4548,4
2631,4
55402,4
71302,4
27268,4
71372,4
2362,4
4358,4
8035,4
5432,4
74731,4
91386,4
4839,4
120635,4
67314,4
60032,4
66320,4
31079,4
5827,4
5207,4
65359,4
1855,4
6769,4
61035,4
5652,4
5717,4
95497,4
112303,4
6834,4
27515,4
66234,4
3839,4
32383,4
66025,4
8669,4
5681,4
1520,4
59129,4
78626,4
5775,4
1796,4
102070,4
58324,4
5766,4
4254,4
7448,4
2404,4
2526,4
2315,4
3715,4
2465,4
6800,4
430,4
1972,4
3343,4
5923,4
1453,4
2809,4
5189,4
6348,4
6535,4
4845,4
59014,4
1882,4
291,4
3953,4
7005,4
69945,4
3610,4
87867,4
6153,4
76130,4
90890,4
94813,4
91694,4
6521,4
3673,4
66639,4
74580,4
2510,4
3166,4
5419,4
4899,4
429,4
32011,4
3710,4
5969,4
96917,4
4748,4
70334,4
33644,4
2525,4
37380,4
126,4
502,4
2379,4
1336,4
2521,4
31038,4
4511,4
80454,4
8932,4
82931,4
1849,4
5514,4
4096,4
5441,4
36752,4
61011,4
5754,4
5136,4
7727,4
60599,4
6628,4
96863,4
93842,4
8706,4
6719,4
6414,4
5538,4
8674,4
5211,4
8696,4
4051,4
5595,4
1433,4
64167,4
1975,4
4736,4
2977,4
94018,4
2992,4
60937,4
3596,4
5443,4
2884,4
3024,4
3579,4
34334,4
3721,4
2806,4
4580,4
4611,4
4588,4
43928,4
2986,4
2559,4
4870,4
8846,4
3667,4
94558,4
5718,4
8701,4
5474,4
2543,4
7917,4
4666,4
1105,4
5512,4
5429,4
57421,4
1750,4
820,4
2452,4
5203,4
5084,4
8727,4
7645,4
31362,4
60418,4
4120,4
1644,4
78174,4
112370,4
34520,4
7449,4
66798,4
478,4
4142,4
3946,4
4569,4
473,4
2719,4
870,4
2373,4
6624,4
169,4
4752,4
8698,4
8425,4
5278,4
3692,4
98239,4
52715,4
52724,4
100498,4
96590,4
77798,4
6251,4
4200,4
7453,4
5188,4
55498,4
4196,4
91104,4
5804,4
3956,4
4222,4
1626,4
3766,4
4897,4
26870,4
3273,4
8531,4
6383,4
1869,4
3248,4
2851,4
40342,4
4650,4
75425,4
7280,4
687,4
3149,4
8722,4
2960,4
27434,4
97742,4
5832,4
97757,4
3781,4
414,4
32296,4
8978,4
2119,4
4685,4
2886,4
4133,4
4388,4
487,4
87921,4
220,4
5344,4
93954,4
3464,4
98054,4
2306,4
374,4
4516,4
84942,4
1825,4
65585,4
355,4
2256,4
6141,4
62912,4
2242,4
50149,4
2163,4
3824,4
5458,4
2862,4
4015,4
65,4
93,4
6558,4
6120,4
3900,4
1606,4
1005,4
2642,4
762,4
3961,4
4635,4
61401,4
4544,4
2827,4
4127,4
55020,4
2566,4
55259,4
444,4
2408,4
692,4
4501,4
1623,4
4676,4
2674,4
68324,4
92264,4
5093,4
33164,4
2385,4
583,4
1969,4
4909,4
62265,4
50147,4
4030,4
3299,4
3491,4
6958,4
5161,4
3838,4
2044,4
3400,4
6888,4
71,4
4563,4
98203,4
8864,4
1439,4
1987,4
1863,4
6793,4
2733,4
6040,4
5048,4
6485,4
60037,4
1460,4
61123,4
1798,4
3048,4
4224,4
56003,4
5784,4
2597,4
3325,4
2950,4
2027,4
2088,4
3826,4
1772,4
31060,4
7322,4
96947,4
91395,4
2825,4
106064,4
8679,4
26749,4
4497,4
95773,4
27232,4
93963,4
91558,4
7246,4
4081,4
95780,4
37269,4
3835,4
91591,4
4948,4
105595,4
90281,4
26980,4
103982,4
95014,4
8952,4
88028,4
5386,4
36553,4
89870,4
4943,4
8422,4
44892,4
8954,4
95771,4
90308,4
2845,4
32002,4
36531,4
89289,4
26429,4
26700,4
89375,4
8821,4
102986,4
44399,4
8384,4
33974,4
9012,4
37976,4
5318,4
34505,4
9017,4
89939,4
25737,4
8129,4
4100,4
91110,4
27215,4
8127,4
33988,4
5277,4
103776,4
8540,4
9008,4
8822,4
90568,4
8936,4
97715,4
8455,4
5156,4
95782,4
37477,4
44674,4
90564,4
31026,4
3393,4
32781,4
93948,4
3889,4
3352,4
37683,4
32777,4
89377,4
3353,4
3293,4
2873,4
95814,4
26677,4
106848,4
33410,4
3898,4
107912,4
27298,4
46430,4
96726,4
27340,4
90382,4
109968,4
89194,4
89570,4
107769,4
35636,4
46115,4
90535,4
46108,4
106559,4
27378,4
8876,4
91505,4
33585,4
107756,4
8888,4
8893,4
91474,4
95473,4
109971,4
110063,4
8854,4
97175,4
3630,4
46753,4
95574,4
27315,4
87831,4
46640,4
91444,4
34579,4
27525,4
34624,4
34729,4
46588,4
8856,4
5270,4
4598,4
35050,4
8842,4
110070,4
91461,4
46441,4
5133,4
5406,4
35721,4
3665,4
8763,4
90559,4
89116,4
32972,4
7316,4
87994,4
4542,4
27273,4
4539,4
3216,4
4058,4
26975,4
8232,4
89722,4
27549,4
107732,4
104085,4
8427,4
27426,4
31889,4
3899,4
108063,4
7402,4
8900,4
5150,4
45845,4
31747,4
3657,4
45689,4
90552,4
87964,4
4694,4
4883,4
27539,4
31750,4
102924,4
26827,4
91509,4
45611,4
91419,4
5403,4
94112,4
33102,4
89794,4
2790,4
8902,4
93621,4
89010,4
106906,4
92085,4
92062,4
7200,4
91766,4
42559,4
27858,4
33191,4
42393,4
7202,4
90825,4
94439,4
95480,4
27835,4
7490,4
91770,4
88417,4
32395,4
92032,4
27087,4
109072,4
42152,4
26266,4
5044,4
105484,4
8741,4
3974,4
42856,4
92156,4
26214,4
5144,4
106389,4
94403,4
103908,4
105204,4
27765,4
96479,4
92136,4
107312,4
26226,4
92120,4
26256,4
32361,4
27147,4
91309,4
106295,4
4266,4
8424,4
90133,4
26321,4
5067,4
41753,4
107102,4
3080,4
90899,4
5058,4
7273,4
7639,4
7582,4
90021,4
27468,4
5342,4
26389,4
91902,4
41336,4
89999,4
91882,4
26418,4
4182,4
108871,4
105408,4
7368,4
26465,4
40681,4
26369,4
26470,4
97005,4
27454,4
3026,4
7878,4
41974,4
26339,4
40738,4
88562,4
105308,4
107563,4
90876,4
91108,4
40752,4
41820,4
26346,4
88566,4
91957,4
91935,4
103030,4
46808,4
3084,4
3485,4
104685,4
92178,4
92180,4
103290,4
27631,4
25915,4
93172,4
3887,4
90235,4
8733,4
108389,4
91067,4
32677,4
30798,4
27172,4
107692,4
4382,4
92938,4
95296,4
43727,4
32250,4
95967,4
27656,4
88759,4
107928,4
7267,4
43906,4
25899,4
44161,4
32567,4
95896,4
93574,4
107997,4
25800,4
25802,4
8709,4
44153,4
32149,4
5149,4
5215,4
32168,4
8063,4
105531,4
30977,4
90243,4
25881,4
43932,4
27018,4
3137,4
3818,4
32600,4
88248,4
34076,4
32333,4
105053,4
107028,4
88327,4
109295,4
96498,4
43014,4
105086,4
96112,4
105091,4
106443,4
106436,4
91421,4
39931,4
97308,4
27881,4
104099,4
92206,4
89365,4
88690,4
40422,4
96066,4
92819,4
4657,4
105502,4
26553,4
95982,4
96009,4
96024,4
26049,4
88272,4
4001,4
91044,4
27078,4
5162,4
4348,4
5006,4
39402,4
90939,4
97597,4
7995,4
92461,4
90702,4
90706,4
91715,4
90931,4
88315,4
26949,4
7035,4
83801,4
6752,4
81069,4
51809,4
2307,4
77433,4
77449,4
81080,4
51800,4
1915,4
51773,4
83974,4
110781,4
51666,4
84103,4
2317,4
60981,4
51638,4
61004,4
83920,4
61048,4
98759,4
6293,4
5757,4
74967,4
51433,4
6114,4
86624,4
61110,4
5750,4
102662,4
51886,4
113464,4
84181,4
60338,4
80214,4
113364,4
60356,4
60436,4
52273,4
77303,4
52180,4
81014,4
86430,4
6302,4
52106,4
72649,4
73010,4
60538,4
80189,4
86474,4
572,4
86489,4
85540,4
6112,4
72872,4
113453,4
5547,4
591,4
57017,4
86497,4
102360,4
60322,4
77711,4
61269,4
651,4
83601,4
98552,4
6716,4
5518,4
101249,4
100655,4
84989,4
63119,4
63283,4
86760,4
83531,4
80086,4
101260,4
50630,4
72156,4
72153,4
72094,4
83527,4
99638,4
50482,4
74302,4
99719,4
127857,4
63481,4
72030,4
63772,4
63788,4
101222,4
61116,4
83616,4
102051,4
51302,4
6053,4
86626,4
51265,4
83833,4
6895,4
100611,4
74255,4
61414,4
61553,4
100513,4
61567,4
61634,4
86753,4
72388,4
74965,4
1924,4
50970,4
80498,4
5623,4
86671,4
5987,4
62010,4
72334,4
113780,4
62237,4
77802,4
62390,4
83823,4
86405,4
5616,4
84223,4
54198,4
102378,4
54067,4
73531,4
80419,4
80733,4
6398,4
58632,4
128628,4
80417,4
76127,4
111468,4
5586,4
58434,4
53967,4
6799,4
58770,4
58847,4
1744,4
113112,4
84496,4
1724,4
73416,4
73399,4
86068,4
6029,4
98973,4
6933,4
6033,4
73386,4
73590,4
1787,4
102403,4
102469,4
6845,4
84781,4
6842,4
57964,4
75446,4
6915,4
57970,4
127654,4
5674,4
54607,4
6044,4
75977,4
127192,4
80806,4
100485,4
80810,4
85896,4
6821,4
85981,4
100469,4
127134,4
57848,4
85983,4
99320,4
75820,4
80430,4
54493,4
5708,4
59216,4
99367,4
101479,4
101487,4
59805,4
6960,4
74115,4
52591,4
52572,4
52545,4
80891,4
80233,4
54908,4
110975,4
59893,4
57430,4
6421,4
5728,4
526,4
128862,4
244,4
60030,4
60096,4
6766,4
6423,4
6009,4
126548,4
73148,4
6310,4
2257,4
1630,4
2225,4
99523,4
255,4
127116,4
73355,4
73983,4
6316,4
80344,4
53416,4
