user_id,item_id,rating
4040686.170548897,4023940,5
4040686.170548897,4029037,3
4040686.170548897,4029048,3
4040686.170548897,4029056,3
4040686.170548897,4034559,3
4061879.1735733394,4023247,3
4061879.1735733394,4035477,3
4101388.1735733305,4035299,3
4138216.1735757138,4036372,3
4145750.1731936526,3876164,3
4145750.1731936526,4033010,3
4148541.1735746926,4021896,3
4148541.1735746926,4035096,3
4157589.173023228,2703036,3
4175443.1735761664,4023319,3
4175443.1735761664,4023325,3
4511244.173575837,3942764,3
4513627.173575453,4020638,3
4561757.171640856,2050543,3
4561757.171640856,3176147,3
4561757.171640856,4016311,3
4561757.171640856,4016398,3
4561757.171640856,4016730,3
4561757.171640856,4023671,3
4561757.171640856,4035788,3
4561757.171640856,4036098,3
4666057.173541636,4028218,3
4703883.169100828,1780608,3
4703883.169100828,3999648,3
4703883.169100828,4000410,3
4703883.169100828,4018264,3
4703883.169100828,4027321,3
4703883.169100828,4027408,3
4769720.173303952,3813786,3
4840287.172221194,4033498,5
4845929.171320439,3940694,5
4916134.173567978,3599571,3
4916134.173567978,3880072,3
4916134.173567978,4020077,3
4916134.173567978,4024011,3
4944808.173575106,3959071,3
4944808.173575106,3986907,3
4944808.173575106,4019138,3
4944808.173575106,4034227,3
4944808.173575106,4035432,3
4989078.173269375,3926321,3
4995880.17084304,3972215,3
4995880.17084304,4003941,3
4995880.17084304,4022663,3
5001869.173576168,3785224,3
5001869.173576168,4017025,3
5001869.173576168,4028681,3
5027909.173575264,1675995,3
5027909.173575264,3207003,3
5027909.173575264,3464576,3
5027909.173575264,3548489,3
5027909.173575264,3671776,3
5027909.173575264,3988138,3
5027909.173575264,3997402,3
5027909.173575264,4017110,3
5027909.173575264,4021364,3
5027909.173575264,4029201,3
5081277.173482945,3980672,3
5222337.171649358,4034172,3
5226843.173574896,3176147,3
5226843.173574896,3772050,3
5226843.173574896,4025876,3
5226843.173574896,4029304,3
5226843.173574896,4030382,3
5226843.173574896,4032537,3
5281333.173572271,2341255,5
5281333.173572271,2426179,5
5281333.173572271,3927650,5
5281333.173572271,4002262,5
5281333.173572271,4018049,5
5281333.173572271,4019218,5
5281333.173572271,4020476,3
5281333.173572271,4029318,5
5281333.173572271,4030707,5
5287929.173571713,4034773,3
5298962.168890476,2765370,3
5298962.168890476,3549435,3
5298962.168890476,3719052,3
5298962.168890476,3765658,3
5298962.168890476,3949934,3
5298962.168890476,4020947,3
5298962.168890476,4034526,5
5298962.168890476,4034863,5
5298962.168890476,4035793,3
5318898.173576314,4034879,3
5326485.173204495,4020596,3
5328415.17258712,3138326,3
5328415.17258712,3381986,3
5328415.17258712,4023679,3
5328415.17258712,4029564,3
5347014.173574081,1756379,3
5352441.173575228,4022214,3
5352970.17200877,3998636,3
5352970.17200877,4025985,3
5376093.173316705,4025812,3
5376093.173316705,4027018,3
5418660.173512798,4035872,3
5532812.1730303345,2308502,3
5532812.1730303345,3835343,3
5532812.1730303345,3967826,5
5532812.1730303345,4006360,5
5532812.1730303345,4009439,3
5532812.1730303345,4018467,5
5532812.1730303345,4034230,5
5564141.172649341,4033179,5
5584083.173574697,4030690,3
5584083.173574697,4030773,3
5597598.173359395,2765370,5
5597598.173359395,3765658,5
5597598.173359395,3956586,3
5597598.173359395,4033773,5
5597598.173359395,4033841,3
5597598.173359395,4036366,3
5783246.173507672,3571537,3
5783246.173507672,3647752,5
5783246.173507672,4016035,5
5783246.173507672,4024921,3
5783246.173507672,4025855,3
5783246.173507672,4026130,3
5783246.173507672,4031827,3
5931141.173574687,3978104,3
6011162.173575325,2492700,3
6011162.173575325,4028985,3
6011252.17357039,2904615,3
6011252.17357039,4000651,3
6011252.17357039,4031481,3
6051243.173505758,4011592,3
6051243.173505758,4027375,3
6051243.173505758,4035521,3
6092351.172898178,4016418,3
6129953.173575482,3730642,3
6129953.173575482,4020593,3
6129953.173575482,4033053,3
6129953.173575482,4033922,3
6142410.173516416,3963394,3
6147526.173572493,3999068,3
6244435.173575548,3658542,5
6244435.173575548,4028395,5
6244435.173575548,4033918,5
6244435.173575548,4034091,5
6244435.173575548,4034755,5
6269628.173529288,1866960,3
6269628.173529288,2105223,3
6269628.173529288,3570682,5
6269628.173529288,4017194,3
6269628.173529288,4027238,3
6295288.173571976,4034826,3
6394033.1735746795,4007019,3
6394033.1735746795,4016045,3
6394033.1735746795,4029109,3
6394033.1735746795,4029461,3
6394033.1735746795,4035271,3
6394033.1735746795,4035802,3
6399973.173568091,4033434,3
6422211.168468636,4008246,3
6422211.168468636,4029844,3
6475760.173403186,3939801,3
6515481.173571039,3950540,3
6557025.172257665,4034151,3
6571000.171066421,4014808,3
6571000.171066421,4017775,3
6576683.171714744,4018771,3
6671492.167813252,4022762,3
6690932.173540811,3669826,5
6690932.173540811,4035042,5
6709082.173572518,3271570,3
6709082.173572518,3958582,3
6709082.173572518,4029182,3
6709082.173572518,4030042,3
6774377.173574362,4028002,3
6774377.173574362,4028214,3
6774377.173574362,4036087,3
6789871.173573664,4026755,5
6833964.173522956,1217579,3
6833964.173522956,3365153,3
6833964.173522956,3894884,3
6945312.171255765,3942414,3
6945312.171255765,4015916,3
6945312.171255765,4019482,3
6945312.171255765,4028013,3
6945312.171255765,4029282,3
7012309.173263827,3997038,3
7045333.1735685645,4028734,3
7059376.173144793,2786357,5
7059376.173144793,3700951,5
7059376.173144793,3762453,5
7059376.173144793,3804344,5
7059376.173144793,4013268,5
7059376.173144793,4017939,5
7059376.173144793,4021436,5
7059376.173144793,4022606,5
7059376.173144793,4028341,5
7059376.173144793,4029047,5
7059376.173144793,4030223,5
7059657.17326958,4021290,3
7077764.173549415,3262368,3
7077764.173549415,3973436,3
7077764.173549415,4014616,3
7077764.173549415,4020920,3
7077764.173549415,4024293,3
7077764.173549415,4028276,3
7077764.173549415,4029079,3
7077764.173549415,4031303,3
7165276.173576261,3739648,3
7165276.173576261,4026789,3
7170040.1735758055,4022867,3
7185270.173568944,2103872,3
7185270.173568944,2185642,5
7185270.173568944,3240314,3
7185270.173568944,3405995,3
7185270.173568944,3518314,5
7185270.173568944,3677496,3
7185270.173568944,3713608,5
7185270.173568944,3858823,5
7185270.173568944,3970541,5
7185270.173568944,3976203,3
7185270.173568944,4006931,3
7185270.173568944,4024242,3
7185270.173568944,4028688,5
7185270.173568944,4030494,3
7185270.173568944,4034198,3
7185270.173568944,4036037,5
7347021.17332171,3424951,3
7420321.173538083,3766510,5
7420321.173538083,3806099,3
7420321.173538083,4010869,5
7420321.173538083,4020092,3
7420321.173538083,4022740,5
7420321.173538083,4025607,3
7420321.173538083,4031705,5
7420321.173538083,4033055,5
7420321.173538083,4033663,5
7437005.173221133,3831100,3
7437005.173221133,4016995,3
7437005.173221133,4021298,3
7437005.173221133,4027351,3
7437005.173221133,4029945,3
7451847.173572619,4028283,3
7486600.173573108,4023474,3
7582249.173575171,4022894,3
7595579.173507464,2200872,3
7595579.173507464,4029032,3
7595579.173507464,4033494,3
7601596.173574209,3655076,3
7601596.173574209,3862451,3
7601596.173574209,3879552,3
7601596.173574209,4017979,5
7620745.17357152,3658542,5
7620745.17357152,4035457,5
7620745.17357152,4036086,3
7650101.173570646,4028607,3
7650101.173570646,4033870,3
7707277.172604714,4026109,3
7814141.163733615,4021045,3
7814141.163733615,4026396,5
7814946.173574039,2309987,3
7814946.173574039,4024371,3
7814946.173574039,4027375,3
7814946.173574039,4028900,3
7814946.173574039,4035478,3
7814946.173574039,4035569,3
7831261.173549784,2321834,5
7831261.173549784,3353196,3
7842094.1735722525,3953465,3
7869745.173522803,3858889,3
7869745.173522803,3924038,3
7869745.173522803,4007714,5
7869745.173522803,4019041,5
7869745.173522803,4019042,5
7869745.173522803,4020459,3
7869745.173522803,4020877,3
7869745.173522803,4025472,3
7915428.171984675,4031124,3
7916895.173568587,4017960,3
7916895.173568587,4019915,3
7916895.173568587,4025145,3
7916895.173568587,4032846,3
7916895.173568587,4034920,3
8133362.168059019,4017788,3
8133362.168059019,4028462,3
8174263.173391353,4032939,3
8226266.1735433405,3261880,3
8226266.1735433405,4025523,3
8226266.1735433405,4034561,3
8226266.1735433405,4036181,3
8226266.1735433405,4036209,3
8288558.173576167,4015978,3
8419791.173550844,4021474,3
8419791.173550844,4030026,3
8419791.173550844,4030880,3
8429644.17357646,4021417,3
8430267.173575806,4032267,3
8465563.173568562,3953998,3
8465563.173568562,3958041,3
8474562.17357483,3894081,3
8499745.173186105,4016960,3
8499745.173186105,4024820,3
8499745.173186105,4035881,3
8499745.173186105,4035904,3
8581662.170558026,4033683,5
8607574.173576087,4011775,3
8634158.173575599,4036158,3
8712191.170309173,3890255,3
8712191.170309173,4021473,3
8753628.173568798,4024773,3
8820434.160759898,3737852,3
8820434.160759898,3981085,3
8820434.160759898,4033326,3
8820434.160759898,4035974,3
8895970.173576003,2901504,3
8954847.173575738,3899158,3
9024815.171658687,4019218,3
9024815.171658687,4029318,5
9024815.171658687,4030707,5
9077152.173575103,4014006,3
9077152.173575103,4021303,3
9080099.16510632,4035502,5
9105720.173187166,3953998,3
9105720.173187166,4027702,3
9105720.173187166,4029072,3
9111517.171560055,4036358,3
9330345.173312863,1217579,3
9330345.173312863,3365153,3
9330345.173312863,3846924,3
9330345.173312863,4024002,3
9330345.173312863,4029845,3
9387177.172772307,4036210,3
9401798.167197648,4034550,3
9616426.173480902,3924498,3
9684486.173575368,3992933,3
9684486.173575368,4033015,3
9739809.169407582,4030796,3
9743224.17356864,3765658,3
9776350.173573006,4029032,3
9778637.17316256,3287756,3
9778637.17316256,3653073,3
9778637.17316256,3948923,3
9778637.17316256,4016867,3
9778637.17316256,4016927,3
9778637.17316256,4032788,3
9778637.17316256,4035082,3
9798435.172849946,4023797,3
9798435.172849946,4026186,3
9798435.172849946,4034865,3
9862632.170957187,3400765,3
9862632.170957187,3983596,5
9862632.170957187,3989609,5
9878710.173572086,3564367,3
9878710.173572086,3888556,3
9878710.173572086,3951022,3
9878710.173572086,3956820,3
9878710.173572086,4022957,3
9878710.173572086,4024544,3
9878710.173572086,4028471,3
9878710.173572086,4032979,3
9907866.173576286,3991336,3
10011140.173575427,4034742,3
10017522.171950705,4023900,3
10023492.173572848,4012350,3
10023492.173572848,4031866,3
10257497.173367867,3806997,3
10316413.173575912,4033085,3
10333611.17356766,4023494,3
10403496.172011642,4035432,3
10403496.172011642,4036287,3
10441954.17357634,4021446,3
10460381.173574038,2765370,3
10460381.173574038,3947245,3
10477207.172771052,3565533,3
10477207.172771052,4017856,3
10477207.172771052,4024125,3
10530188.172432808,4031922,5
10530188.172432808,4033886,5
10602646.173247248,4031922,5
10602646.173247248,4033886,5
10653526.165057052,3834440,3
10654120.165289568,4034560,3
10881999.173567416,4032885,3
10882788.173572702,2765370,3
10882788.173572702,3765658,3
10915427.173570922,4011714,3
10915427.173570922,4019687,3
10915427.173570922,4020200,3
10915427.173570922,4033780,3
10915427.173570922,4034563,5
10956907.16850404,4033428,3
10980795.173345031,2765370,3
10980795.173345031,3350171,3
10980795.173345031,4032788,3
11095984.173018264,3765511,3
11095984.173018264,3963394,5
11154108.17278631,3940678,3
11154108.17278631,3942673,3
11154108.17278631,3942775,3
11154108.17278631,3942810,5
11154108.17278631,3978093,3
11154108.17278631,4016691,3
11182903.17357354,4025877,3
11182903.17357354,4035481,3
11199508.172140256,4016176,5
11354874.172761183,4030179,3
11364089.173458748,3942810,3
11451746.173573786,4018021,3
11451746.173573786,4018677,3
11451746.173573786,4019627,3
11451746.173573786,4021336,3
11458470.173575511,3991350,3
11458470.173575511,4002824,3
11458470.173575511,4019474,5
11458470.173575511,4028297,5
11458470.173575511,4029979,3
11458470.173575511,4035521,3
11462193.172347916,1883756,3
11462193.172347916,3637243,3
11462193.172347916,4033861,3
11462193.172347916,4035798,3
11572997.173575716,4014186,3
11611790.165899806,3934262,3
11622413.170357378,4027283,3
11642663.173395189,3874046,3
11651946.173567956,3956499,3
11651946.173567956,4024595,3
11651946.173567956,4025017,3
11651946.173567956,4036210,3
11700076.172954412,4034742,3
11849525.17356418,2687270,3
11849525.17356418,3901971,3
11849525.17356418,4030414,3
11861737.173576027,4036195,3
11941126.173461422,4034755,3
11975945.173568271,2108301,3
12034063.17357514,4035354,3
12046985.173573028,2439374,3
12240563.1735737,2765370,3
12240563.1735737,3774531,3
12305510.173575632,3553633,3
12305510.173575632,3891387,3
12305510.173575632,3966393,3
12305510.173575632,4027922,3
12343585.173574071,3980672,3
12343585.173574071,4017426,5
12343585.173574071,4028640,3
12464037.1735729,3847035,5
12480929.173576294,3238769,3
12662371.1718121,4028473,3
12662371.1718121,4035779,3
12686943.173567899,3534073,3
12686943.173567899,4016471,3
12686943.173567899,4034742,3
12726338.173573935,2652653,3
12726338.173573935,4008101,3
12726338.173573935,4021379,3
12726338.173573935,4032057,3
12726338.173573935,4033352,3
12726338.173573935,4033886,5
12804010.173573896,1315294,5
12804010.173573896,3598795,5
12804010.173573896,4026223,3
12804010.173573896,4027375,3
12804010.173573896,4032936,3
12853888.173574228,3142395,5
12853888.173574228,4000593,3
12853888.173574228,4018215,3
12853888.173574228,4029343,5
12853888.173574228,4035301,3
12877924.173576452,3826290,3
12890192.173555262,3527861,3
12890192.173555262,4032948,3
12918729.173572933,3561812,3
12918729.173572933,3647752,5
12918729.173572933,3848544,3
12918729.173572933,4023893,3
12922323.172345394,3595254,3
12944625.173575124,4021818,3
13009466.172896877,4029999,3
13190352.173568351,2842872,3
13190352.173568351,2941409,3
13190352.173568351,3811282,5
13190352.173568351,3937282,3
13190352.173568351,3954064,3
13190352.173568351,3997082,3
13190352.173568351,4003465,3
13190352.173568351,4011381,5
13190352.173568351,4021166,5
13190352.173568351,4021651,3
13190352.173568351,4023519,3
13190352.173568351,4024132,5
13190352.173568351,4029959,3
13190352.173568351,4032982,5
13190352.173568351,4033828,3
13190352.173568351,4034608,5
13207206.173574464,4026634,3
13211881.170282118,4035202,3
13424501.173575835,3763518,3
13430677.17357215,4017191,3
13445917.173572192,3207003,3
13445917.173572192,3536125,3
13468587.172993124,3984791,3
13556639.173575277,4006380,3
13647277.173444657,4002128,3
13647277.173444657,4020385,3
13647277.173444657,4033168,3
13647277.173444657,4033638,3
13647277.173444657,4034936,5
13648411.1732831,4035569,3
13665148.173567912,2986454,3
13665148.173567912,3752326,3
13665148.173567912,4017942,3
13665148.173567912,4019467,3
13665148.173567912,4022076,3
13665148.173567912,4030148,3
13665148.173567912,4035347,3
13715079.173572768,3836579,3
13715079.173572768,3978491,3
13715079.173572768,3980659,3
13840387.171768893,4026119,3
13984255.173263768,4020404,3
13984255.173263768,4020816,3
13984255.173263768,4034392,3
14024454.17357224,4030745,3
14032127.173572745,4017141,3
14032127.173572745,4019130,3
14032127.173572745,4021528,3
14032127.173572745,4022140,3
14037651.17032355,3440363,5
14037651.17032355,4017693,3
14037651.17032355,4025007,3
14101269.173522923,3961571,3
14336558.172106411,4021819,3
14336558.172106411,4034870,3
14580285.172907408,4035456,3
14583675.17357226,4019718,3
14583675.17357226,4028760,3
14583675.17357226,4030362,3
14583675.17357226,4035163,3
14591750.173569053,3994772,3
14591750.173569053,4007078,5
14687039.17357506,3960206,3
14687039.17357506,4019798,3
14687039.17357506,4021505,3
14687039.17357506,4028428,3
14687039.17357506,4030650,3
14762042.165174251,3565533,3
14762042.165174251,3965787,3
14762042.165174251,4016915,3
14762042.165174251,4019422,3
14762042.165174251,4028450,3
14762042.165174251,4033558,3
14784549.16383856,3058815,3
14784549.16383856,4029857,3
14784549.16383856,4036044,3
14806817.17353964,3540621,3
14824397.17331618,3915274,3
14824397.17331618,3986356,3
14824397.17331618,4018817,3
14824397.17331618,4023861,3
14824397.17331618,4028395,5
14824397.17331618,4030039,5
14824397.17331618,4033624,3
14836631.167005364,4029985,3
14868641.167991208,1761575,3
14868641.167991208,2439374,3
14868641.167991208,3050736,3
14868641.167991208,3382980,3
14868641.167991208,4014044,3
14868641.167991208,4019718,3
14918976.173575647,3980659,3
14918976.173575647,4026038,3
14918976.173575647,4033780,3
14918976.173575647,4036085,3
15029626.1735144,4022100,5
15074973.173568644,2259071,3
15074973.173568644,3699705,3
15074973.173568644,3976942,3
15074973.173568644,4018850,3
15074973.173568644,4023685,3
15074973.173568644,4023901,3
15074973.173568644,4029105,5
15074973.173568644,4033538,3
15074973.173568644,4036104,3
15074973.173568644,4036178,3
15199475.172562553,2061789,3
15199475.172562553,2904615,3
15199475.172562553,3499080,3
15199475.172562553,3733043,3
15199475.172562553,3912452,3
15199475.172562553,4006360,3
15199475.172562553,4022603,3
15199475.172562553,4024137,3
15199475.172562553,4024773,3
15199475.172562553,4035838,3
15231408.173568156,4023180,5
15231408.173568156,4030194,5
15231408.173568156,4032212,3
15231408.173568156,4034530,5
15576490.1733826,4011592,3
15602423.173573129,4024963,3
15602423.173573129,4032528,5
15624072.173574556,4016471,3
15624072.173574556,4032885,3
15628231.171517951,3706276,3
15628231.171517951,4023353,3
15628231.171517951,4033179,3
15683136.17357546,3875476,3
15683136.17357546,3993652,3
15683136.17357546,4023118,3
15683136.17357546,4030471,5
15683136.17357546,4032897,3
15756814.173575994,4019676,3
15756814.173575994,4028395,3
15756814.173575994,4033918,3
15756814.173575994,4034091,3
15794912.173576511,4031840,3
15920818.17067596,3791002,3
15920818.17067596,4022602,3
15920818.17067596,4027765,3
15920818.17067596,4035521,3
15948005.173574043,4016097,3
15960072.172802312,2401824,3
16041012.173334407,3898012,3
16041012.173334407,4034542,3
16187067.17329141,4035952,3
16197743.173576184,3352295,3
16197743.173576184,3547221,3
16197743.173576184,3547236,3
16197743.173576184,4031431,3
16292989.173572885,3391872,3
16312005.172666963,3385994,5
16312005.172666963,4018071,5
16312005.172666963,4031342,5
16340922.171389911,3955587,3
16464293.17357304,4017507,3
16464293.17357304,4025985,3
16520741.173343264,1913446,5
16520741.173343264,3946132,3
16520741.173343264,4026940,3
16520741.173343264,4033407,3
16563504.173572475,4027414,3
16568074.173548965,1900963,3
16568074.173548965,3877227,3
16568074.173548965,4023799,3
16568074.173548965,4034793,3
16642628.169035628,3306695,3
16642628.169035628,3594003,3
16642628.169035628,3650294,3
16642628.169035628,3927805,3
16642628.169035628,3959845,3
16642628.169035628,3999723,3
16642628.169035628,4031506,3
16642628.169035628,4034898,3
16642628.169035628,4035574,3
16642628.169035628,4036090,3
16672491.172449196,4019606,3
16836805.173538446,4029172,3
16836805.173538446,4033354,5
16915983.173572652,3981740,3
16915983.173572652,3993351,5
16915983.173572652,4023908,3
16994729.173571892,2379736,3
16994729.173571892,3937582,3
16994729.173571892,4033782,3
17001211.173434507,3138326,3
17001211.173434507,3499088,3
17001211.173434507,3945668,5
17001211.173434507,3984969,3
17001211.173434507,3999787,3
17001211.173434507,4020792,3
17001211.173434507,4025155,3
17001211.173434507,4031120,3
17001211.173434507,4036127,3
17023494.17352924,3701636,3
17103080.173572708,4023244,3
17117521.172668234,3898570,3
17131503.171699837,4011592,3
17170517.172215678,3717939,3
17170517.172215678,4027226,5
17219620.173575874,2309987,3
17219620.173575874,2509192,3
17219620.173575874,3998972,3
17219620.173575874,4019020,3
17257674.173568927,3980672,3
17257674.173568927,4016599,5
17257674.173568927,4034224,3
17257674.173568927,4035324,5
17257674.173568927,4036252,5
17305038.171606243,3858122,3
17373694.17357522,4035964,3
17393955.17357284,3426600,3
17437981.17357283,4035737,3
17517209.17357234,4025663,3
17517209.17357234,4028526,3
17557446.173124928,4028581,3
17679623.17357619,4018649,3
17754034.173574433,3216778,3
17754034.173574433,3224917,5
17754034.173574433,3751429,3
17754034.173574433,3998079,3
17754034.173574433,4011946,3
17754034.173574433,4017388,3
17754034.173574433,4018776,3
17754034.173574433,4024376,5
17754034.173574433,4024800,3
17754034.173574433,4035743,3
17764354.173348974,3987114,3
17948055.17280464,4034013,3
17988260.1734068,3649250,3
17988260.1734068,3834211,3
17988260.1734068,4029496,3
17988260.1734068,4033098,3
18003001.17252633,3815193,3
18003001.17252633,3997682,3
18081717.17347933,3355483,3
18081717.17347933,3947918,3
18081717.17347933,3984940,3
18186394.17357541,1977479,5
18186394.17357541,4018270,3
18186394.17357541,4022225,5
18192477.17173544,4029542,3
18201201.173326116,3998972,3
18201201.173326116,4027492,3
18251520.173574965,3852655,3
18251520.173574965,4022341,3
18283071.173575837,4018692,3
18312269.17357578,3942673,3
18330839.173549607,3512092,3
18337059.172538336,4025388,3
18350474.173574865,3834063,3
18350474.173574865,4034885,3
18390126.17357233,3424366,3
18390126.17357233,4023840,3
18390126.17357233,4033720,3
18390126.17357233,4034358,3
18417968.173575144,3944247,3
18506043.173573937,4025523,3
18594764.169946328,2765370,3
18594764.169946328,3350171,3
18607430.17357644,3532471,5
18654208.17351469,4020202,3
18658356.17357444,3835343,3
18685501.171243012,3965558,3
18700163.173321024,4027328,3
18724723.173133794,3967203,3
18724723.173133794,4027168,3
18724723.173133794,4029771,3
18735147.173570924,4018376,3
18760304.173574653,4017970,3
18882674.173576266,3527861,3
18882674.173576266,3730774,3
18882674.173576266,4023474,3
18882674.173576266,4035576,3
18972467.173540525,3985656,3
18972467.173540525,3997402,3
18972467.173540525,4017811,3
19111848.172525924,3120833,5
19111848.172525924,3368794,5
19111848.172525924,4034002,5
19111848.172525924,4036334,5
19126348.173568536,3304499,3
19126348.173568536,3945260,3
19126348.173568536,4021464,3
19126348.173568536,4021474,3
19126348.173568536,4031158,3
19136815.173556767,3986159,3
19206159.17325448,3990176,3
19206159.17325448,4019676,3
19206159.17325448,4020085,5
19206159.17325448,4028843,3
19206159.17325448,4035521,3
19206159.17325448,4035644,3
19206159.17325448,4036045,3
19206159.17325448,4036319,5
19253933.17357319,3935752,3
19444347.17357536,3889673,3
19444347.17357536,3960659,3
19444347.17357536,4020506,3
19504225.17357316,4026755,3
19504225.17357316,4031952,3
19504225.17357316,4032504,3
19581569.173575677,3597685,3
19581569.173575677,4034714,3
19761306.17229381,1967013,3
19761306.17229381,3921218,3
19761306.17229381,4019693,3
19761306.17229381,4025818,3
19761306.17229381,4035080,3
19771599.173437882,3437406,3
19771599.173437882,4018423,3
19771599.173437882,4020923,3
19771599.173437882,4029187,3
19805629.1735752,4020603,3
19936983.17356445,3973427,3
19958222.173538174,3207003,3
19968401.173571747,4034573,3
20152265.173297312,3543683,3
20152265.173297312,4016127,3
20152265.173297312,4033560,3
20162332.173572052,2353679,3
20162332.173572052,4008292,3
20162332.173572052,4017480,3
20162332.173572052,4019590,3
20162332.173572052,4024161,3
20162332.173572052,4026209,3
